"1","7","102","13","0"
"2","7","116","14","0"
"3","7","109","14","0"
"4","7","98","15","0"
"5","7","231","15","0"
"6","7","271","15","0"
"7","7","262","15","0"
"8","7","107","15","0"
"9","7","164","15","0"
"10","7","235","15","0"
"11","7","236","15","0"
"12","7","243","15","0"
"13","7","247","15","0"
"14","7","244","15","0"
"15","7","114","15","0"
"16","7","252","15","0"
"17","7","250","15","0"
"18","7","239","15","0"
"19","7","121","15","0"
"20","7","254","15","0"
"21","7","96","15","0"
"22","7","88","15","0"
"23","7","122","15","0"
"24","7","234","15","0"
"25","7","179","17","0"
"26","21","102","15","0"
"27","21","116","15","0"
"28","21","109","15","0"
"29","21","227","15","0"
"30","21","228","15","0"
"31","21","230","15","0"
"32","21","100","15","0"
"33","21","232","15","0"
"34","21","238","15","0"
"35","21","237","15","0"
"36","21","142","15","0"
"37","21","245","15","0"
"38","21","242","15","0"
"39","21","248","15","0"
"40","21","249","15","0"
"41","21","110","15","0"
"42","21","251","15","0"
"43","21","240","15","0"
"44","21","270","15","0"
"45","21","253","15","0"
"46","21","95","15","0"
"47","21","130","15","0"
"48","21","255","15","0"
"49","21","123","15","0"
"50","21","179","17","0"
"51","8","227","13","0"
"52","8","121","14","0"
"53","8","245","15","0"
"54","8","88","15","0"
"55","9","243","13","0"
"56","9","229","14","0"
"57","9","271","15","0"
"58","9","106","15","0"
"59","9","247","15","0"
"60","9","122","15","0"
"61","9","178","15","0"
"62","9","110","15","0"
"63","9","251","15","0"
"64","9","270","15","0"
"65","9","263","15","0"
"66","9","96","15","0"
"67","9","237","15","0"
"68","9","256","15","0"
"69","8","264","15","0"
"70","7","102","15","0"
"71","7","116","15","0"
"72","7","109","15","0"
"73","7","106","15","0"
"74","7","231","15","0"
"75","7","271","15","0"
"76","7","232","15","0"
"77","7","107","15","0"
"78","7","237","15","0"
"79","7","178","15","0"
"80","7","236","15","0"
"81","7","242","15","0"
"82","7","117","15","0"
"83","7","245","15","0"
"84","7","114","15","0"
"85","7","251","15","0"
"86","7","250","15","0"
"87","7","263","15","0"
"88","7","121","15","0"
"89","7","254","15","0"
"90","7","130","15","0"
"91","7","88","15","0"
"92","7","122","15","0"
"93","7","234","15","0"
"94","7","293","25","0"
"95","21","102","13","0"
"96","21","116","14","0"
"97","21","109","14","0"
"98","21","227","15","0"
"99","21","228","15","0"
"100","21","230","15","0"
"101","21","100","15","0"
"102","21","98","15","0"
"103","21","238","15","0"
"104","21","164","15","0"
"105","21","142","15","0"
"106","21","243","15","0"
"107","21","247","15","0"
"108","21","244","13","0"
"109","21","249","15","0"
"110","21","110","15","0"
"111","21","252","15","0"
"112","21","240","15","0"
"113","21","270","15","0"
"114","21","253","15","0"
"115","21","96","15","0"
"116","21","130","15","0"
"117","21","255","15","0"
"118","21","293","17","0"
"119","8","227","13","0"
"120","8","121","14","0"
"121","8","245","15","0"
"122","8","88","15","0"
"123","9","243","13","0"
"124","9","229","14","0"
"125","9","271","15","0"
"126","9","262","15","0"
"127","9","247","15","0"
"128","9","237","15","0"
"129","9","235","15","0"
"130","9","252","15","0"
"131","9","251","15","0"
"132","9","270","13","0"
"133","9","241","13","0"
"134","9","96","15","0"
"135","9","122","15","0"
"136","9","256","15","0"
"137","3","254","13","0"
"138","3","245","14","0"
"139","3","231","17","0"
"140","3","227","15","0"
"141","3","98","15","0"
"142","3","95","15","0"
"143","3","294","13","0"
"144","3","252","15","0"
"145","3","237","15","0"
"146","3","235","15","0"
"147","3","123","15","0"
"148","4","242","13","0"
"149","4","232","14","0"
"150","4","240","17","0"
"151","4","228","15","0"
"152","4","230","15","0"
"153","4","117","15","0"
"154","4","251","15","0"
"155","4","114","15","0"
"156","4","270","15","0"
"157","4","236","15","0"
"158","4","121","15","0"
"159","4","88","15","0"
"160","4","234","15","0"
"161","5","271","13","0"
"162","5","247","14","0"
"163","5","241","17","0"
"164","5","107","15","0"
"165","5","100","15","0"
"166","5","243","15","0"
"167","5","178","15","0"
"168","5","164","15","0"
"169","5","249","15","0"
"170","5","96","15","0"
"171","5","122","15","0"
"172","6","106","13","0"
"173","6","255","14","0"
"174","6","130","17","0"
"175","6","233","15","0"
"176","6","229","15","0"
"177","6","244","15","0"
"178","6","253","15","0"
"179","6","110","15","0"
"180","6","250","15","0"
"181","6","238","15","0"
"182","6","142","15","0"
"206","4","234","15","0"
"207","22","102","13","0"
"208","22","116","14","0"
"209","22","109","14","0"
"210","22","106","15","0"
"211","22","231","15","0"
"212","22","271","15","0"
"213","22","232","15","0"
"214","22","295","15","0"
"215","22","237","15","0"
"216","22","178","15","0"
"217","22","236","15","0"
"218","22","242","15","0"
"219","22","117","15","0"
"220","22","245","15","0"
"221","22","114","15","0"
"222","22","251","15","0"
"223","22","250","15","0"
"224","22","241","15","0"
"225","22","121","15","0"
"226","22","254","15","0"
"227","22","130","15","0"
"228","22","88","15","0"
"229","22","122","15","0"
"230","22","234","15","0"
"231","22","227","15","0"
"232","22","228","15","0"
"233","22","230","15","0"
"234","22","100","15","0"
"235","22","98","15","0"
"236","22","238","15","0"
"237","22","164","15","0"
"238","22","142","15","0"
"239","22","243","15","0"
"240","22","247","15","0"
"241","22","244","15","0"
"242","22","249","15","0"
"243","22","110","15","0"
"244","22","240","15","0"
"245","22","270","15","0"
"246","22","253","15","0"
"247","22","96","15","0"
"248","22","255","15","0"
"249","22","123","15","0"
"250","22","262","15","0"
"251","22","229","15","0"
"252","22","252","15","0"
"253","3","102","13","0"
"254","3","116","13","0"
"255","3","109","13","0"
